,index,rounds,player1,player2
0,0,round_of_16_0,Sistla Soumya_black,Simran_white
1,1,round_of_16_1,Mansi Dixit_blue,Samridhi Sood_white
2,2,round_of_16_2,Priyanka Golchha_black,Ann Marie Augustin_white
3,3,round_of_16_3,qualifiers_0,Kritika Lodha_white
4,4,round_of_16_4,Sindhuja CS_blue,qualifiers_1
5,5,round_of_16_5,Khushi Rathi_black,Jesmy Jose_red
6,6,round_of_16_6,Salyee Morey_blue,Pritha Ghosh_red
7,7,round_of_16_7,Preeti Pagare_black,Nivedita_red
